label,text
Units,165 458 177 153 124 295 4 657 337 
Address,4568 Portburn Dr. 
Address,5540 Trowbridge Street 3210 Partridge Avenue 14 Wyndbend Ave. 1823 Tyne Avenue 231 Bexley rd. 6542 Pickering Circle 9495 Greenway View Boulevard 1128 Amber Meadows Road 1107 Tucker Crossing Road 7066 Rustic View Road 752 Softwood Way 3912 Catalina St. 3664 Countryside Drive 2434 Mallard Ridge Ave. 5760 Forest Creek rd. 5950 Wembley rd. 2249 Fern Valley Dr. 7689 E 16th Ave. 
Address,2602 Winpole Dr. 9429 Arve Way 8150 Canipe Avenue 3362 Belcaro rd. 5299 Rockwood Ave. 9992 Terra Cotta Ave. 3172 Fountain Road 5225 Cabin Creek Ave. 3085 Banner Elk Avenue 4964 Tom Short Road 451 Kelsey Emma St. 9100 Cranfield Drive 685 Nijinsky Drive 8226 Marshbank Street 4484 Sullivans Trace Ave. 7053 Langley Way 120 Sunfield Circle 9952 Troon Street 1173 Turning Hawk blvd. 5811 Gandolfo Dr. 1997 Johnston Boulevard 2802 Newell Hickory Grove blvd. 9038 McAlpine Drive 
Address,Street Location 9312 Basin Avenue 6022 Firestreak Circle 5877 Vendome Street 7269 Irwin Ave. 32 Harrison Avenue 5384 Susan Road 7074 Balsam Tree Drive 8080 Breezehill Rd. 10 Vendue Rd. 225 Portland Rose St. 3763 Corton Circle 3259 Glenmore Garden Drforest Gate Rd. 181 Meadowmont View blvd. 3500 Dunstaff Circle 2576 Tyng Avenue 9340 Dana Rd. 214 Lanzerac Manor Dr. 8459 Jennie Linn rd. 9958 Prince rd. 9389 Dolphin blvd. 6873 Provincetowne Avenue 551 Little Creek Road 6871 Crystal Arms Avenue 4338 Pomfret Rd. 3076 Crape Myrtle Road 
Units,749 
State,Florida Oklahoma AK Oklahoma WI OR Rhode Island Virgin Islands WA SC NV NE CZ CO SC South Carolina WI Maryland Florida Colorado Utah TN 
State,State Michigan Wyoming 
Units,# of Units 982 858 279 552 616 754 65 264 63 350 376 57 907 547 248 
Address,Property Address 5096 O'Shanta Road 9378 Gunners Dr. 8808 Sunswept Dr. 8191 E 25th Boulevard 6703 Ballinderry Way 1528 Covelo Circle 5481 Lilly Pond St. 
Address,Address 3742 Harris Glen Road 2301 Fortescue Circle 820 Clavell Boulevard 2813 Charter Brook Street 3373 Phillips Fairway Dr. 7139 Sherbrooke Boulevard 3391 Mountain Springs St. 6664 Marbury Rd. 4449 Middlebridge Boulevard 5034 Blakeney Preserve Avenue 8257 Fawn View blvd. 6238 Mary Charlotte Dr. 7744 Merrill Street 6719 Rappahanock Way 73 Maimi Street 8705 N Myers Circle 1832 Lone Pine Way 1665 Megwood Rd. 8551 Kings Parade Avenue 4519 Lundale Boulevard 4116 Hammett St. 
State,State LA Kentucky DC ID CO UT WA Mississippi CZ 
Units,# of Units 595 924 569 177 951 
City,City Silvermere Rising Oak Kirby Mews W Dresden Rambling Rose Clairemore Colfax Tullock Creek Autumn Creek Green Forrest S I- 85 Svc Burbank Harbor Knight Crest Misty Ridge Leazer 
State,District of Columbia UT Arizona Minnesota UT Oklahoma Mississippi Guam 
City,Town Camelot Estates Waters Vista Fox Hollow Hendry Copernicus Corrigan Hodgson Beritstrasse Coker Amarillo 
State,State OK Puerto Rico MN Illinois Illinois Washington California Mississippi Alaska VT PA MS Florida KY 
City,City Klondike Cindy Maple Knoll Zorich Winedale Tendring Wyndham Hill Aberdale Pemswood Wickersham Deberry Soaringfree Dawnview Azalea Hollis 
City,Fultram E Catherine S Caldwell Gallant 
State,IN ND WA VI Florida NC CA Alaska CZ MN Montana 
Units,Number of Units 312 271 372 411 502 861 821 335 527 287 866 995 634 923 11 591 597 776 494 926 614 168 239 804 971 
Address,9187 William Harvey Street 2598 New Bern Station Avenue 5235 Lebanon Boulevard 2591 Piedmont Row Dr. 1170 Stirrup Ridge Ave. 9801 Kingstree Drive 2919 Pintail Road 4098 Gunn Rd. 737 Christenbury Hall Ct Boulevard 2993 Avignon Boulevard 6303 Buttonwood Street 1022 Cold Harbor Ave. 243 N Tryon rd. 3875 Fox Cove blvd. 
Units,921 417 94 431 594 919 766 314 956 255 884 980 183 431 138 863 550 801 619 580 79 383 949 362 
State,LA HI Delaware ME Oklahoma South Dakota Ohio Iowa Ohio MS IN Utah FL AZ Kentucky 
Units,# of Units 965 864 258 847 825 981 12 480 371 570 665 819 802 48 619 416 50 718 986 
State,VI 
State,GU CO Idaho Georgia MD Ohio UT Kansas ND Virginia MA New Mexico NH Wisconsin New Mexico California NH KY 
Address,9534 Lady Liberty Drive 3714 Community House rd. 8629 Hightimbers blvd. 6963 Kirkley Glen Circle 4924 Moss Street 7271 Ponytail blvd. 101 Wexford Meadows Ave. 8246 Mountain Point Way 8878 Rhodes Ave. 9056 Arbor Pointe blvd. 954 Harrisburg Drive 6791 Whittier Drive 7013 Green Gable Dr. 1680 Spring Rain Ave. 7968 Colley Ford Ave. 2561 Rosegate Drive 1608 Tradition View rd. 8872 Golspie St. 6265 Ron Allen St. 2770 Fallingswood Rd. 9529 Rocky Trace Boulevard 73 Brem blvd. 
State,State Georgia MT MS Iowa HI ME VI North Carolina MN Missouri DC Kansas VI FL Colorado MD ID Mississippi Minnesota 
Units,403 586 16 118 822 321 
Units,#units 908 641 788 102 427 80 946 758 111 469 110 779 620 834 148 214 254 797 281 734 313 791 766 
City,City Monroe McGrath James Richard Alpine Woodmont Holly Lee Bancroft Ormsby August Lineview W W T Harris Providence Trail 
Units,424 644 221 160 857 289 977 632 710 592 890 578 279 
State,State PA DC Ohio Louisiana Nevada HI AR FL Georgia MT California Nebraska MO South Dakota Montana 
City,City Pine White Elm Longbow Brackenbury Olmsted Granstark Rachel Quail Field Rental Car Woods End Woodleaf Green Tee Southampton Robinhood Jenkins 
Units,# of Units 19 921 307 580 56 
State,State Connecticut AL KS Kansas IL KS Kentucky Wyoming Colorado Louisiana CT Ohio DC Louisiana SC DE Kentucky Iowa South Carolina 
State,Maryland NV Louisiana Kentucky NH AR Ohio Florida NE MD IN NE AR NY Illinois Hawaii Iowa MD NC AZ New Hampshire CT TX AR 
Address,Street 5488 Ellis blvd. 4300 Tranquil Circle 3816 Azure Valley Rd. 4733 Casa Drive 9062 Burch Shire Street 4422 Swansong Boulevard 6965 Brook Drive 4487 Stoney Place rd. 165 Grove Creek Rd. 9448 Paw Creek Ave. 3945 Cloverdale Way 500 Ira Flowe blvd. 2015 Hoskins Ridge rd. 9292 Bonnybrook Road 1153 Erinshire Road 324 Foxcroft Boulevard 8282 Charleston Place Rd. 
State,NY Virginia MT AK MA Colorado CA IL 
Address,5516 W Knollwood St. 6258 Sunninghill Park Avenue 
City,Island Cove Holly Bristol Aldersgate Camborne Vail Tara Oaks Mallard Square Willow Bark Clement Avonhurst Montgomery Nicolette 
State,North Carolina Minnesota Georgia Mississippi GU Wyoming UT AK Massachusetts NM CO Massachusetts New Mexico AR Rhode Island Virgin Islands PA AZ Washington Colorado North Dakota TX 
City,Hey Rock Raven Park Filson James Valley Old Timber Wild Azalea Coldstream Whittel Hickory Northwoods Business Fair Valley Deaton Jackson Pond Benridge Justice Captain Jack 
State,AL OH Florida Ohio Nebraska Puerto Rico Arkansas MN Connecticut Michigan Kentucky MN 
City,Cedar Walk Varsity Sunglow Parkleigh Waterford Square Colby Dearborn Queensgate 
Units,Number of Units 647 265 594 304 923 996 596 968 609 714 118 834 110 526 345 56 62 207 14 434 484 65 
Units,324 492 333 726 512 356 82 596 471 879 119 476 730 746 356 787 528 999 382 343 
Address,2411 Wentworth Street 4168 Ficus Tree Drive 9442 Teddington Ave. 4724 McAdam Road 66 Glenwater Boulevard 4639 Indica Street 9697 Aquitaine rd. 3442 Downfield Wood Boulevard 3540 Red Oak blvd. 5867 McClure Drive 9440 Walking Horse St. 9747 Peppertree Way 49 Berkeley Creek blvd. 
Address,Street Address 6142 Arabella Boulevard 8519 Sweetgum Way 2552 Lorden St. 3736 Kingman Dr. 6687 Valmere rd. 7141 Glenmont blvd. 6815 Royal Point Avenue 1153 E 1st Way 478 Dubois Way 9789 Hollyhouse Boulevard 7479 Stony Path Street 2422 Brookshire Fwy Drive 8721 David Wellman Drive 3389 Farmfield Boulevard 6357 St Timms Boulevard 2702 Tallia Dr. 1040 Castello Avenue 4324 Burkandt Way 2227 Haverstraw St. 8786 Macandrew Ave. 
Address,Location 1326 Stonehaven blvd. 8936 Ardrey Kell Way 8884 Fieldstone Dr. 2754 Garden Grove Ave. 9241 Ponderosa Boulevard 2271 Greystone Street 3448 Leigh blvd. 4695 Raven Park Dr. 4638 Watertrace Street 2504 Rolling Rock Ave. 9274 Covington Oaks St. 8613 S Caswell Ave. 1195 Stoney Meadow Boulevard 6155 Chipley Way 3509 Willhill Drive 7263 Graburn St. 4570 N Caldwell Road 1528 Brixton Way 8114 Henslowe Boulevard 6124 Sunset Road 9520 Maple Road 6442 England blvd. 8051 Ponders End Street 
State,State New Jersey NE New York Virginia South Dakota WI Minnesota TX RI Minnesota Texas OH Virgin Islands NE Delaware PA CZ NY Kansas 
Address,Street Address 4759 Wexford Rd. 5636 E 5th Road 
Address,Street Location 4609 Hunter Trail 3230 Wyre Forest 8519 Orchid 48 Crescent Run 122 Dinadan 1041 Morris Park 3902 Main 9365 Trossacks 
City,Rosemary Briargate Wapiti Honeysuckle Woodbridge Valley Holabird Insley Queens Road Double Oaks Research Woodmere Crossing Avalon Loop Loves Colley Ford Bramble Harrier 
State,NE WI MS NH Puerto Rico Minnesota CT Virgin Islands Pennsylvania 
State,State ID NH AR IN HI MI 
State,WY Mississippi New Mexico AZ NV SC 
City,Town Patio Wabeek Nevada 
City,Town Pellyn Wood Weathersford 
State,State Florida Texas NV Michigan Idaho Montana 
Address,9162 Watergate Way 3225 Sugarcane Way 9422 Galvin Drive 7129 Royal Castle Rd. 4534 Fresh Ave. 6832 Susanna Boulevard 4192 Dellinger blvd. 6280 Winterset Circle 7172 Emsworth rd. 7501 Golden River rd. 514 Dove Meadow blvd. 1357 William Penn blvd. 4610 Barley Circle 3044 Turtle Rock Circle 810 Magnolia Woods Rd. 1855 Susanna blvd. 
State,State WA Maine UT HI Hawaii Montana Hawaii South Carolina 
State,MT Utah VT Maine OH New Hampshire Puerto Rico Nevada GU North Carolina 
State,State VI Vermont CO New Mexico South Carolina ID PR RI Oklahoma Vermont OR Maine Hawaii Maryland AR 
City,Roundstone Buckspring Guildcrest Castlemaine Planters Row Greatford Geoffrey Stonemark Greenwood Waltham Baronwood Maycroft Wynington Oakdale Elk Creek 
State,OK Utah MT NY Iowa VI IA ID Oklahoma Arizona SD UT RI New Hampshire WV CT VI 
State,DE ME Alabama CT CO SC TN 
Units,Number of Units 858 398 264 446 669 439 414 244 481 353 
Address,6575 Garamond Way 4490 Olivia Boulevard 35 Auten Rd. 7104 Caribou Drive 1055 Auten St. 1586 Netherwood Avenue 7441 Maglev Boulevard 1413 Mint Way 6608 Charter Brook Street 3999 Patton Street 7597 Berkeley Place Boulevard 1269 Nolet Way 7821 Phillips Circle 3362 Loma St. 9488 Skipper Circle 2315 Brookmeade Street 3519 Brambleton Ave. 6334 Winburn Drive 5502 Jakobson Road 
State,State Arkansas Puerto Rico Indiana Tennessee Alaska AR California New Jersey Arkansas Arizona MS Wisconsin VI Arizona 
Address,7417 Donnefield Circle 6797 Blasdell Dr. 7527 Anna Rose Dr. 3739 Guice Crossing Rd. 8066 McLeary Circle 1936 Brittany Way 5677 Sedgewood Avenue 7651 Pepperstone blvd. 7608 Central St. 
Units,Number of Units 743 690 214 659 581 714 223 974 936 216 
Units,46 200 977 285 64 617 378 242 719 580 977 117 117 533 432 408 
Address,1429 Dove Meadow Dr. 3276 Meadow Stone Rd. 8824 Harrison St. 590 Baltray St. 8699 Mountainside rd. 6842 Wade E Morgan Ave. 8144 Emden blvd. 9156 Stonemark Dr. 4174 Palmetto Avenue 6995 Suninghurst Way 6454 Falls Creek Dr. 5005 Mallard Cove blvd. 
Address,Address 6981 Amber Glen Street 4941 Archgate rd. 1030 Pinnacle Point Circle 8402 Singing Hills Dr. 10 Vanizer Rd. 2972 Mabe Street 7958 Terrace Drive 4514 Whittington Circle 9197 Lincoln Dr. 2752 Sardis View Rd. 
Address,2864 la Maison Street 5675 Honor Guard Circle 8895 N Idlewild Circle 5013 Dellinger Dr. 
Address,3701 Michael Shane St. 7601 Hansbury Avenue 3737 Tempsford Drive 6986 Sabrina rd. 
City,Ardenwoods Winged Teal Morgana Barfield Providence Grove Sharpe Winslet Elm Tree Raisin Tree Saddle Ridge Gwynne Baltinglass Chipstead Crownfield Taragate Donnefield Shire Mariott Point Rose Ridge Indian Meadows Albaneen 
State,Alaska ME IL Guam Utah Oregon AZ Maine Missouri Iowa NM Guam North Dakota Missouri Oregon Montana OK Arizona Washington MD AR 
State,Delaware IL Rhode Island RI 
Units,971 543 308 
Address,2720 Saxonbury Boulevard 5436 Mission Hills Boulevard 8904 Alpha Dr. 9741 Piercy Woods Street 3977 Standish rd. 7966 Canoebrook Ave. 6684 Christmas blvd. 9935 Town and Country Circle 8586 Falconhurst Rd. 5524 Curico Drive 5287 Ship Boulevard 1963 W 27th Circle 3159 Brisbane blvd. 2099 Brook Falls Dr. 9415 Rob Roy blvd. 6082 Senator Royall St. 8079 Reed Road 5322 Seths St. 
City,Town Providence Grove Leaves Shoal Creek Calvert Grove Park Alicia 
State,Wisconsin WI DC PA Wyoming AL Delaware South Dakota Kansas 
City,Starnes Randall Chevington Rushmore Jonas Creek Seigle Point Bahia Taylor Florida Berkeley Estates Early Flight Lodestone Wilora Landing Jura Hartwicke Davis Stanton Green Black Bear Shoreline Aldergate 
Units,Unit Count 598 772 590 97 593 602 260 582 748 437 440 221 8 485 210 552 132 683 908 461 96 609 583 107 
Units,453 279 639 603 359 595 851 312 925 975 966 105 651 725 896 749 749 16 185 713 611 481 293 
Address,7415 Northpointe Industrial Circle 7405 Oakburn rd. 8930 Asheby blvd. 9859 Forwood Rd. 3470 Murrayhill Rd. 
Units,26 
Units,556 243 296 725 699 226 355 144 661 341 222 361 513 502 108 849 476 504 949 297 658 984 730 194 
Units,Number of Units 708 
Address,2674 Bainview 6874 Woodvale 
Address,2819 Cabin Creek Drive 1798 Sandtrap Circle 7895 Joshua Tree Street 5647 Newfoundland Boulevard 2886 Mosswood rd. 8386 Wisteria Ave. 4206 Linkside Ave. 8229 Hawfield Woods Avenue 9879 Old Forge Boulevard 
State,State North Dakota NC Connecticut Puerto Rico Pennsylvania Nebraska Hawaii North Dakota Pennsylvania Guam NV Oregon New York UT Oregon GU Puerto Rico Nebraska NH Ohio MN 
Units,#units 383 509 921 389 315 260 12 430 628 800 187 333 694 475 955 425 363 853 874 972 
Units,530 507 7 864 596 474 126 280 342 135 467 953 267 326 763 423 178 577 626 894 354 818 363 232 
Address,3379 Eldorado Boulevard 1854 Deer Cross Dr. 9310 Cushindg rd. 4557 Waterford Tide Road 4195 Victory Dr. 7443 Regent Ridge St. 8496 Kendale Ave. 1591 Umar rd. 8326 Skip Stone Boulevard 3634 Justice Circle 5603 Parview Drive Street 1658 Cairns Mill rd. 
City,Jameston Grass Hollow Scofield Winslow Brooks Knoll Woodward Furman Berkeley Woods Fazenda Post Ridge Atwell Fellsway Cumberland Adair William Walker Ballantyne Crossing Morrison Carmel Executive Park Forest Pine Kilmartin Raffia Pinenoll Bellegarde Commons Creek Grantham 
Address,Property Street Address City State Zip 2062 Fairhope Way 7318 Wildwood Muse Way 4738 Austin Rd. 9862 Norway Spruce Avenue 342 Lanzerac Manor Rd. 2399 Shane Road 6471 Dawson Street 1617 Rothwell Rd. 691 Sprague Ave. 3627 Mulberry Dr. 2309 Thorn Bluff Way 4667 McChesney Street 99 Sedley blvd. 2380 Andros Way 
Address,333 Forest Creek 6061 Lombardy 3100 Decatur 6865 Shropshire 2702 Heirloom 7129 Steele Meadow 8548 Oak Glen 7816 Morrocroft 6339 Justins Forest 9078 Hanover South 7254 Regent Ridge 259 Rushmore 3204 Pallisers 6265 Summerhill Ridge 5833 Sharon Road 4834 Shadyside 
Units,965 328 263 371 928 590 445 234 709 23 166 122 465 
Units,13 681 958 211 309 873 467 52 958 823 748 354 976 548 79 447 546 
Address,Location 4175 Fairington Oaks rd. 3964 Downing rd. 4792 Diplomat Way 9567 Scholtz Circle 2139 Brickleberry rd. 8955 Insdale blvd. 5641 Parkway rd. 1368 Riverhaven blvd. 9671 Griers Grove Way 8709 Penmarric Ave. 859 Harris Grove Way 1671 Wedgedale Dr. 5659 Penmarric blvd. 1439 Newman's Ridge Ave. 4520 St Vardell Avenue 
City,City Livingston Leaning Tree Crowder Slaton Delsing Ballina Drexel Bay Woodsorrel Martin Whittington Alabama Double Rein W Craighead Brown Oak Allen Road Amber Meadows Dooley Cota Tyvola Centre 
Address,297 Branchview rd. 2275 Rankin Boulevard 5283 Matthews-Mint Hill Dr. 2606 East Drive 4655 Norcroft Avenue 8882 Michael Ave. 8380 Emstead Rd. 1662 Grass Hollow Boulevard 6901 Crooked Branch Way 1674 Allen Munn Ave. 4500 Strickland Boulevard 2814 Tilbury Dr. 4558 Faircrest Street 3567 Arrowhawk Drive 7920 Brendon Patrick Dr. 9850 Subira Dr. 4041 Rougemont Street 5972 Rocky Knoll Street 6322 Felicity Road 2423 Winghaven Circle 
City,City Providence Court Pineville Matthews Chelsea Garden Timberbluff Rugby Southern Pine Fordyce Piper Cora Providence Court Ardrey Crest Sunninghill Park Anderson Ashridge Markway Ginovanni Hartsell Stoney Garden Steve Chapman 
Units,Number of Units 894 521 471 749 820 300 320 10 862 438 318 943 814 330 446 558 240 700 978 73 14 758 203 945 163 
Units,257 962 348 523 364 592 826 98 521 99 344 668 959 437 22 755 
State,State DC OH WV 
City,Sundance Meadow Green Willow Glen Manor Grafton Chaser Ridge N Laurel Tifton Silverberry Bywood Sparrow Valley Knapdale Cheryl Gladstone Russborough Bishar 
State,New Jersey DC Alaska AZ Hawaii Maine Indiana MT CZ Kentucky 
Address,6443 Van rd. 8822 Causeway Road 7135 Deluca blvd. 9139 Salamander Run Rd. 1482 Meadowmont View rd. 6666 Lynn Lee Way 7386 Tanneron Circle 6788 Caudell Street 5916 Walcourt Valley Dr. 7525 Iron Stone Rd. 9176 Redwood Street 5094 Anchor Road 8778 Kenderly rd. 1225 Pinebark St. 3924 Sycamore Club Boulevard 2326 Eastwind Road 
City,Garden District Tarrymore Shackleford Aqua Chem Rambling Rose Batten Cloverfield Tally Ho Valmere Cooks Way 
City,Dahlia Meredith Carmel Executive Park Silver Fern Beaux Wythe House Bristol Lake Edwin Jones Pickwick Chalyce Blairtree Stonemill Dauphine Coca-Cola Brighton Shaftesbury Waxwind Sunbridge Sholsastic Falkirk Saddleback 
City,Airport Center Kendalton Meadow Brookhurst Woodgate Northsprings Briarcliff Highland Meadow Partridge Cross Emma Lynn Berkeley View Craigmoss Lady Candice Broken Oak Heritage Greyabby Thompson Scottish Kilt 
Address,5746 Louise Drive 1669 Lucky Penny Way 629 Knell Ave. 7202 Cadence Rd. 5143 Bradlow Drive 4635 Essex Fells Dr. 6615 Milport Dr. 4721 Lancelot Way 2297 Heirloom St. 9446 James Richard St. 12 Village Glen Way 7909 Musselburg Street 6578 Ryder Boulevard 21 Ferrum Boulevard 8221 Bloomsbury Dr. 5521 W 29th Dr. 6652 Big Bear St. 8549 N Poplar Circle 7287 Charlton Drive 3108 Oakdale Pasture Way 4542 Morningside St. 7951 Perry St. 8633 University Street 4497 McEwen Ave. 
City,Gordonvale Dantrey Oren Thompson Bearwallow Chevis Ancient Oak Smokehollow Garden Creek Baden Fetlock Autumn Leaf Kerry Crayton Red Squirrel 
City,Patrick Henry Barry Whitaker Clavernorr Glenn Tor Seabrook Marvin Bird Salisbury Morgan Valley Arlington Oaks Lustre Wimbleton N Course Ladbroke Joyeland Poplar Five Cedars W Exmore Tealridge Bunker Hill Whistler's Chase Field Dove 
State,OR KS Virgin Islands PR AK District of Columbia Alabama VI NC ND ME DC New Hampshire Indiana Florida 
State,MI Illinois North Carolina NV NC HI NY Pennsylvania KS District of Columbia Missouri NY 
Units,179 214 884 
Address,2101 Santa Fe Ave. 53 Windrift Ave. 7235 Salem Way 9821 Ness Ave. 2068 Rodney Dr. 3571 Surry Way 2418 Arrowhead Drive 7586 Labrador St. 7466 I K Beatty blvd. 2681 Bonnie Butler Street 7684 Steeleberry Rd. 1939 Wild Partridge Drive 4580 Harris Technology Ave. 295 Robeson Creek Circle 2742 Palatine Street 
Address,5777 Country Ridge Boulevard 5720 Deshler blvd. 3362 Presco Ave. 8058 Elon Drive 5075 Johnston Road 
Units,Number of Units 994 726 364 772 35 255 804 
Address,3021 Ferzon Road 9822 Lawton Ave. 8667 Back Meadow Street 6188 Oberwald Avenue 
Units,761 87 500 
Address,8337 Woodthorn Avenue 7565 Ivory Palm Rd. 8083 Stoneman rd. 6154 Sir Anthony St. 600 Old Plank Rd. 6805 Kelvin Park Ave. 489 Bearoak blvd. 17 Haybridge Circle 6622 Errington Circle 5036 Ridgedale Street 7743 Bass Boulevard 6086 Esplanade Boulevard 8438 Fairway Row Circle 7881 Meadowview Hills Avenue 5725 Morning Glory Circle 6101 Windswep Dr. 8229 Varsovie St. 7156 Sunningdale blvd. 6356 Ranier blvd. 3074 Foggy Meadow Way 2164 Melstrand Rd. 1161 Lanzerac Manor Way 
City,Weathersford Allen Jay 
City,Taurus Old Maple Huckleberry Oak 
State,State Michigan District of Columbia ID Alabama North Carolina Georgia PR GA Nebraska New Mexico Delaware 
State,State New Mexico IA LA NJ MS CA VT Puerto Rico MD IA RI Kansas District of Columbia 
City,Rolling Fields Long Nook Chickadee Longstraw Woodwedge Anvil Highbrook Manley Gamesford Singingwood International Airport Heatherly Corinth Barnsdale 
